processed_tweets,brand,emotions
"['ouch', 'look', 'like', 'might', 'able', 'grab', 'one', 'temp', 'apple', 'store']",Apple,Positive
"['missed', 'catch', 'web', 'touching', 'story', 'designing', 'digital', 'magazine', 'ipad', 'link']",Apple,Neutral
"['presenter', 'austin', 'native', 'john', 'wiley', 'happens', 'chief', 'engineer', 'behind', 'google', 'search']",Google,Neutral
"['tougher', 'crowd', 'colin', 'quinn', 'rt', 'hey', 'marissa', 'mayer', 'please', 'tell', 'u', 'something', 'new', 'product', 'google', 'launched', 'month', 'ago']",Google,Negative
"['killer', 'thought', 'paying', 'service', 'probably', 'sold', 'ref', 'google', 'tv', 'ad', 'etc']",Google,Neutral
"['glad', 'brought', 'pc', 'clearly', 'cool', 'environment', 'may', 'walk', 'around', 'ipad']",Apple,Positive
"['thought', 'people', 'spent', 'lot', 'time', 'staring', 'iphone', 'last', 'year', 'wait']",Apple,Neutral
"['bought', '2', 'yet', 'going', 'check', 'store', 'link']",Apple,Neutral
"['life', 'would', 'much', 'better', 'ipad']",Apple,Positive
"['google', 'doodle']",Google,Neutral
"['alarm', 'go', 'allow', 'user', 'generate', 'content', 'say', 'richard', 'salgado']",Google,Neutral
"['go', 'without', 'saying', 'google', 'bread', 'going', 'amazing']",Google,Positive
"['privacy', 'could', 'headline', 'google', 'circle', 'social', 'network', 'reveal', 'later', 'today', 'social', 'network', 'link']",Google,Neutral
"['could', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'remake', 'wave']",Google,Neutral
"['google', 'put', 'engineer', 'formerly', 'behind', 'real', 'estate', 'listing', 'renewing', 'google', 'checkout', 'project']",Google,Neutral
"['apple', 'announces', 'store', 'see', 'take', 'future', 'store', 'link']",Apple,Neutral
"['already', 'found', 'song', 'thanks', 'iphone', 'blackberry', 'iphone', 'blackberry', 'iphone', 'blackberry', 'iphone', 'blackberry']",Apple,Neutral
"['gowalla', 'founder', 'started', 'sketch', 'passport', 'stamp', 'would', 'look', 'like', 'newly', 'released', 'iphone']",Apple,Neutral
"['tip', 'hashtag', 'search', 'throttled', 'dumb', '420', 'error', 'use', 'google', 'eg', 'link']",Google,Neutral
"['android', 'iphone', 'app', 'launch', 'also', 'keep', 'handy', 'lil', 'device', 'updated', 'w', 'event', 'info', 'link']",Apple,Positive
"['promote', 'film', 'band', 'app', 'iphone', 'game', 'link', 'shout']",Apple,Neutral
"['half', 'hour', 'first', 'mention', 'ipad', 'microsoft', 'speaker']",Apple,Neutral
"['word', 'motherboard', 'rt', 'want', 'iphone', 'apps', 'heading', 'today', '10', 'hot', 'one', 'link']",Apple,Positive
"['show', 'mustache', 'monocle']",Google,Neutral
"['phone', 'staying', 'charged', 'crappy', 'would', 'never', 'handle', 'rt', 'sleep', 'crazyfest']",Apple,Negative
"['social', 'calendar', 'app', 'rolled', 'special', 'functionality', 'iphone', 'android', 'link']",Apple,Positive
"['four', 'south', 'african', 'capped', '35', 'hour', 'plane', 'trip', 'wait', 'ipad', 'line', 'link']",Apple,Positive
"['ipad', 'design', 'talk']",Apple,Neutral
"['part', 'journalsim', 'support', 'democracy', 'yes', 'informed', 'populous', 'yes', 'ipad', 'focus', 'support']",Apple,Negative
"['curious', 'circle', 'rumored', 'new', 'take', 'next', 'social', 'network', 'stay', 'tuned', 'news']",Google,Neutral
"['jealous', 'see', 'people', 'ipad', '2', 'take', 'photo']",Apple,Positive
"['checking', 'designing', 'ipad', 'interface', 'new', 'navigation', 'schema', 'sxsw', 'link']",Apple,Neutral
"['checking', 'iphone', 'app', 'finding', 'car', 'service']",Apple,Neutral
"['designing', 'android', 'session', 'sxsw']",Google,Neutral
"['checking', 'keynote', 'wisconsin']",Google,Positive
"['checking', 'ipad', '2', 'store', 'apple', 'store', 'sxsw', 'w', '17', 'others', 'link']",Apple,Positive
"['checking', 'ipad', 'design', 'headache']",Apple,Neutral
"['checking', 'ipad', 'design', 'headache', '2', 'tablet', 'call', 'morning', 'link']",Apple,Negative
"['checking', 'ipad', 'design', 'headache', 'author', 'josh', 'clark']",Apple,Neutral
"['checking', 'mistake', 'made', 'building', 'netflix', 'iphone', 'link']",Apple,Neutral
"['pen', 'ink', 'iphone', 'next', 'week']",Apple,Positive
"['checking', 'poked', 'liked', 'google', 'love', 'story', 'sxsw']",Google,Neutral
"['checking', 'q', 'w', 'google', 'bing', 'website', 'ranking', 'link']",Google,Neutral
"['checking', 'q', 'google', 'bing', 'website', 'ranking']",Google,Neutral
"['checking', 'q', 'google', 'bing', 'website', 'ranking']",Google,Neutral
"['checking', 'staying', 'alive', 'indie', 'iphone', 'game', 'development', 'survive']",Apple,Neutral
"['checking', 'apple', 'pop', 'store', 'looking', 'fwd', 'checking', 'ipad', '2', 'mk', 'link']",Apple,Positive
"['checking', 'new', 'fast', 'society', 'app', 'iphone', 'kinda', 'like', 'group', 'foursquare', 'nice', 'thanks', 'sharing']",Apple,Positive
"['checking', 'pop', 'apple', 'store']",Apple,Neutral
"['z4', 'come', 'come', 'link', 'code', 'valid', '59p', '11']",Apple,Neutral
"['check', 'great', 'v', 'effective', 'enviro', 'app', 'bin', 'link', 'iphone', '3gs']",Apple,Positive
"['traffic', 'routing', 'feature', 'google', 'map', 'save', '2', 'year', 'per', 'day', 'term', 'wasted', 'time', 'traffic']",Google,Positive
"['line', 'outside', 'apple', 'store', 'link']",Apple,Neutral
"['line', 'outside', 'apple', 'store', 'festival', 'get', 'entertaining', 'every', 'day']",Apple,Positive
"['another', 'pov', 'future', 'reading', 'online', 'customization', 'sharing', 'tablet', 'yet', 'fast', 'company', 'link']",Google,Neutral
"['bank', 'innovate', 'die', 'great', 'session', '250k', 'customer', 'joined', 'bank', 'america', '1st', 'release', 'iphone', 'app']",Apple,Positive
"['love', 'god', 'need', 'macbook', 'pro', 'charger', 'apple', 'store', 'congress', 'closed', 'austin', 'get', 'one']",Apple,Neutral
"['totally', 'love', 'copia', 'cocoon', 'messenger', 'ipad', 'bag', 'picked', 'attending', 'redbox', 'gilt', 'group', 'sesh', 'morning']",Apple,Positive
"['would', 'love', 'meet', 'u', 'rt', 'austin', 'convention', 'center', 'today', 'w', 'fam', 'showing', 'new', 'iphone', 'game']",Apple,Neutral
"['let', 'know', 'also', 'rt', 'anyone', 'know', 'apple', 'store', 'still', 'ipads']",Apple,Neutral
"['anyone', 'know', 'iphone', 'twitter', 'app', 'search', 'hashtags', 'follow', 'always', 'want']",Apple,Neutral
"['anyone', 'know', 'android', 'devs', 'let', 'know', 'startup', 'need', 'help']",Google,Neutral
"['dawned', 'ipad', '2', 'launch', 'timed', 'coincide', 'gain', 'maximum', 'attention']",Apple,Positive
"['anyone', 'know', 'long', 'line', 'store', 'congress']",Apple,Neutral
"['anyone', 'know', 'apple', 'store', 'still', 'ipads']",Apple,Neutral
"['anyone', 'know', 'store', 'crazy', 'line', 'still', 'today']",Apple,Neutral
"['anyone', 'know', 'apple', 'store', 'sell', 'macbook', 'battery']",Apple,Neutral
"['anyone', 'know', 'apple', 'store', 'still', 'ipads', 'likely', 'run', 'today']",Apple,Neutral
"['anyone', 'know', 'apple', 'store', '6th', 'congress', 'sold', '3g', 'ipads', 'yet']",Apple,Neutral
"['curious', 'ipad', '2', 'sale', 'went', 'austin', 'tx', 'lot', 'potential', 'ipad', '2', 'buyer', 'attending']",Apple,Neutral
"['strange', 'little', 'japan', 'news', 'penetrates', 'bubble', 'bar', 'tv', 'cnn', 'suggest', 'anything', 'important', 'ipad', '2', 'going']",Apple,Neutral
"['anyone', 'know', 'location', 'apple', 'pop', 'store']",Apple,Neutral
"['anyone', 'know', 'iphone', 'developer', 'attending', 'please', 'let', 'know', 'someone', 'would', 'like', 'chat']",Apple,Neutral
"['anyone', 'know', 'status', 'ipad', '2', 'austin', 'store', 'sold', 'getting']",Apple,Neutral
"['anyone', 'know', 'hour', 'apple', 'store', 'austin']",Apple,Neutral
"['anyone', 'know', 'hour', 'apple', 'store', 'kinda', 'hoping', 'open', '24', 'hour']",Apple,Positive
"['wonder', 'creep', 'every', 'year', 'still', 'manage', 'know', 'stop', 'please']",Google,Neutral
"['anyone', 'know', 'hour', 'apple', 'store']",Apple,Neutral
"['anyone', 'know', 'ipad', 'situation', 'apple', 'popup', 'store', 'stock']",Apple,Neutral
"['anyone', 'know', 'line', 'like', 'popup', 'apple', 'store']",Apple,Positive
"['anyone', 'know', 'like', '6th', 'congress', 'temp', 'apple', 'store', 'hear', 'open', 'til', 'midnight']",Apple,Neutral
"['anyone', 'know', 'time', 'apple', 'popup', 'store', 'austin', 'close', 'tonite', 'apple']",Apple,Neutral
"['anyone', 'know', 'time', 'ipad', 'apple', 'store', 'open', '6th', 'congress']",Apple,Neutral
"['anyone', 'know', 'buy', 'waterproof', 'ipad', 'case', 'pouch', 'austin']",Apple,Neutral
"['anyone', 'know', 'able', 'find', 'video', 'marissa', 'presentation']",Google,Positive
"['know', 'geek', 'cross', 'road', 'take', 'picture', 'apple', 'store', 'link']",Apple,Positive
"['google', 'showcase', 'peak', 'view', 'new', 'google', 'map', 'map']",Google,Neutral
"['google', 'showing', 'google', 'place', 'hotpot', 'allows', 'u', 'post', 'review', 'place', 'go', 'search', 'result', 'map', 'friend', 'see', 'others']",Google,Positive
"['google', 'showing', 'preview', 'blogger', 'interface', 'link']",Google,Neutral
"['dennis', 'crowley', 'love', 'work', 'google', 'could', 'benefit', 'working', 'u', 'social', 'well']",Google,Positive
"['dennis', 'crowley', 'competitor', 'think', 'starting', 'compete', 'bigger', 'guy', 'facebook', 'google']",Google,Neutral
"['linkdown', 'non', 'edition', 'ipad', 'art', 'show', 'rise', 'austin', 'world', 'poopin', 'day', 'social', 'medium', 'event', 'link']",Apple,Neutral
"['rolling', 'congress', 'past', 'apple', 'popup', 'store', 'social', 'shuttle', 'austin', 'social', 'medium', 'club', 'pic', 'link']",Apple,Neutral
"['sitting', 'indie', 'iphone', 'dev', 'session', 'see', 'like']",Apple,Neutral
"['sitting', 'accessibility', 'disability', 'ipad']",Apple,Neutral
"['download', 'free', 'sampler', 'band', 'playing', 'link']",Apple,Neutral
"['downtown', 'austin', 'apple', 'store', 'congress', 'west', '6th', 'street', 'answered', 'question', 'old', 'fashion', 'way', 'googled']",Apple,Neutral
"['google', 'know', 'everything', 'map', 'people', 'traffic', 'around', 'world', 'link']",Google,Positive
"['setting', 'pop', 'shop', 'smartest', 'move', 'ipad', 'imho', 'developer', 'matter', 'ipad', '2', 'link']",Apple,Positive
"['apple', 'store', 'got', 'shipment', 'ipad', '2', 'go', 'get', 'em']",Apple,Neutral
"['rim', 'hp', 'going', 'lease', 'store', 'next', 'door', 'put', 'ûïcoming', 'soon', 'û', 'sign', 'link', 'apple']",Apple,Neutral
"['lineup', 'apple', 'pop', 'store', 'link']",Apple,Neutral
"['sxsw', 'recap', 'day', '4', 'greaaat', 'exploring', 'brand', 'mascot', 'digital', 'age', 'link']",Apple,Neutral
"['tip', 'iphone', 'user', 'turn', 'screen', 'brightness', 'way', 'conserve', 'battery', 'power', 'huge', 'difference']",Apple,Neutral
"['setting', 'google', 'party', 'going', 'check', 'event', 'come']",Google,Positive
"['brought', 'google', 'map', 'rerouted', 'image', 'jcpenney', 'image', 'macys', 'trashy', 'restraunts', 'comment']",Google,Negative
"['n3', 'slap', 'face', 'link', 'code', 'valid', '59p', '11']",Apple,Neutral
"['iphone', 'app', 'released', 'time', 'waiting', 'line', 'bar', '96', 'band', 'app', 'link']",Apple,Positive
"['setting', 'ipad', '2', 'swift', 'upbeat', 'service', 'morning', 'apple', 'store']",Apple,Positive
"['juicing', 'iphone', 'thanks', 'chevy', 'volt', 'boothe']",Apple,Neutral
"['loading', 'iphone', 'w', 'apps', 'prep', 'curious', 'see', 'rise', 'top']",Apple,Positive
"['group', 'next', '6', 'ppl', 'table', 'everyone', 'using', 'thier', 'phone', 'ipad', 'instead', 'taking']",Apple,Neutral
"['first', 'stop', 'hunt', 'austin', 'java', 'get', 'spy', 'game', 'chance', 'win', 'ipad']",Apple,Positive
"['gearing', 'make', 'splash', 'launch', 'groupon', 'living', 'reward', 'link']",Google,Neutral
"['gearing', 'make', 'splash', 'launch', 'groupon', 'living', 'reward', 'link']",Google,Neutral
"['gearing', 'make', 'splash', 'launch', 'groupon', 'living', 'reward', 'link', 'via']",Google,Neutral
"['n12', 'sheep', 'slaughter', 'link', 'code', 'valid', '59p', '11']",Apple,Neutral
"['pop', 'store', 'like', 'dangling', 'red', 'meat', 'front', 'lion', 'irresistible', 'little', 'unfair', 'help']",Apple,Positive
"['pop', 'store', 'selling', 'new', 'ipad', 'link']",Apple,Neutral
"['pop', 'store', 'link']",Apple,Neutral
"['pop', 'store', 'making', 'appearance', 'link']",Apple,Neutral
"['store', 'launch', 'thought', 'appreciate', 'link', 'link']",Apple,Neutral
"['store', 'selling', 'link', 'via']",Apple,Neutral
"['industry', 'party', 'house']",Google,Neutral
"['geek', 'gadget', 'superstar', 'people', 'lined', '3', 'hr', 'sxswpopup', 'shop', 'buy', 'ipad', '2', 'girl', 'begging', '2', 'hug', 'crowley']",Apple,Neutral
"['sugar', 'gold', 'play', 'houston', 'tonight', 'way', 'free', 'show', 'bodyaches', 'remix', 'ep', 'link']",Apple,Neutral
"['droid', 'mac', 'rt', 'confession', 'using', 'laptop', 'ipad', 'blackberry', 'follow', 'afar', 'see', 'rock']",Apple,Neutral
"['iphone', 'user', 'friend', 'keep', 'borrowing', 'iphone', 'chk', 'schedule', 'network', 'ridiculously', 'slow']",Apple,Positive
"['make', 'sure', 'bring', 'iphone', 'charger', 'recharge', 'party', 'link']",Apple,Neutral
"['google', 'impact', 'available', 'next', 'month', 'sign']",Google,Neutral
"['got', 'ipad', '2', 'store', 'downtown', 'austin', 'link']",Apple,Positive
"['want', 'ipad', '2', 'chance', 'apple', 'opening', 'temporary', 'store', 'link', 'via']",Apple,Neutral
"['many', 'ipad', '2', 'used', 'cool']",Apple,Neutral
"['lot', 'ipad', '2', 'motorola', 'xooms']",Apple,Neutral
"['lost', 'ipad', 'sterling', 'keynote', 'found', 'one', 'turned', 'lost', 'found']",Apple,Neutral
"['coolest', 'ipad', 'case', 'ever', 'link']",Apple,Positive
"['coolest', 'ipad', 'case', 'ever', 'link', 'via']",Apple,Positive
"['put', 'ipad', 'idiot']",Apple,Negative
"['getting', 'ipad', 'envy', 'flight']",Apple,Positive
"['serious', 'ipad', 'envy', 'toting', 'around', 'macbook', 'pro', 'cord', 'girl']",Apple,Positive
"['took', 'ipad', 'work', 'figure', 'gonna', 'need']",Apple,Neutral
"['new', 'ipad', 'like', 'fight', 'club', 'talk', 'fight', 'club']",Apple,Neutral
"['hmm', 'ipad', 'charged', '81', 'last', 'night', 'worried', 'making', 'full', 'day']",Apple,Positive
"['friday', 'ipad', 'ordered', 'midway', 'toured', 'shaping', 'great', 'day', 'almost', 'forgot', 'going']",Apple,Positive
"['ipad', 'shop', 'link']",Apple,Positive
"['iphone', 'ipad', 'mac', 'oh']",Apple,Positive
"['ipad', 'download', 'broadfeed', 'app', 'better', 'content', 'delivery', 'link']",Apple,Positive
"['need', 'ipad', 'get', 'one', 'store', 'link']",Apple,Neutral
[],Apple,Neutral
"['panel', 'flipboard', 'one', 'fave', 'ipad', 'apps']",Apple,Positive
"['panel', 'hashtag', 'mom', 'ipad']",Apple,Neutral
"['first', 'panel', 'day', '2', 'indie', 'iphone', 'development']",Apple,Neutral
"['saw', 'company', 'today', 'ready', 'launch', 'sound', 'lot', 'like', 'google', 'circle', 'actual', 'personal', 'privacy']",Google,Neutral
"['smart', 'company', 'rt', 'rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', '2', 'launch']",Apple,Positive
"['smart', 'company', 'apple', 'set', 'open', 'shop', 'core', 'action', 'link']",Apple,Positive
"['final', 'preparation', 'launch', 'underway', 'join', 'tomorrow', 'got', 'special', 'android', 'promotion', 'starting']",Google,Positive
"['beach', 'party', 'apple', 'apps', 'analytics', 'style', 'ûï', 'time', 'start', 'packing']",Apple,Positive
"['party', 'huge', 'antigov', 'lobbying', 'initiative', 'invoking', 'privacy', 'link']",Google,Positive
"['party', 'like', 'google', 'party', 'cause', 'google', 'party', 'got', 'taco', 'n', 'ice', 'cream']",Google,Positive
"['party', 'photobooth', 'link']",Google,Neutral
"['vinh', 'flipboard', 'step', 'forward', 'ipad', 'mag', 'get', 'right', 'go', 'path', 'wired', 'path']",Apple,Positive
"['kindda', 'expected', 'apparently', 'line', 'get', 'ipad', 'store', 'grew', '2', 'block', '5', 'block', 'past', '30', 'min', 'wut']",Apple,Neutral
"['google', 'expected', 'release', 'new', 'uber', 'social', 'sharing', 'circle', 'thought', 'link']",Google,Positive
"['stopped', 'pop', 'apple', 'store', 'lame', 'z', 'come', 'apple', 'still', 'cut', 'weight', 'half']",Apple,Negative
"['pen', 'paper', 'iphone', 'ipad', 'immediate', 'use', 'session', 'medium', 'analytics', 'need', 'hit', 'wall']",Apple,Neutral
"['win', 'ipad', 'panel', 'link', 'today', '11', 'cc']",Apple,Neutral
"['opening', 'temporary', 'store', 'downtown', 'austin', 'sell', 'ipads', 'link', 'via']",Apple,Neutral
"['good', 'people', 'covering', 'ipad', '2', 'launch', 'live', 'apple', 'store', 'austin', 'link']",Apple,Neutral
"['300', 'people', 'line', 'apple', 'store', 'downtown', 'austin']",Apple,Neutral
"['peter', 'cashmore', 'ipad', '2', 'minor', 'improvement', 'worth', 'unless', 'money', 'burn']",Apple,Negative
"['need', 'upgrade', 'iphone', '4', 'asap', 'taking', 'pic', 'without', 'flash', 'blow', '3gs']",Apple,Neutral
['link'],Apple,Neutral
"['verizon', 'iphone', '5', 'bar', 'baby', 'suck']",Apple,Positive
"['awesome', 'iphone', 'case']",Apple,Positive
"['awesome', 'iphone', 'charging', 'locker', 'lounge', 'link']",Apple,Positive
"['getting', 'iphone', 'juiced', 'team', 'next', 'apple', 'store', 'austin', 'gotta', 'love', 'link']",Apple,Positive
"['wow', 'iphone', 'dropped', 'side', 'iron', 'cactus', 'balcony', 'screen', 'shatter', 'amazing']",Apple,Positive
"['another', 'iphone', 'related', 'dream', 'invented', 'app', 'dispenses', 'waffle', 'fry']",Apple,Neutral
"['verizon', 'iphones', 'fell', 'back', 'hour', 'instead', 'springing', 'ahead', 'link']",Apple,Neutral
"['many', 'live', 'photo', 'watch', 'live', 'feed', 'link']",Google,Neutral
"['many', 'live', 'photo', 'vids', 'watch', 'live', 'feed', 'link']",Apple,Neutral
"['lightbox', 'photo', 'want', 'new', 'camera', 'app', 'link']",Google,Neutral
"['lightbox', 'photo', 'want', 'new', 'android', 'camera', 'app', 'sxsw', 'techcrunch', 'link']",Google,Neutral
"['lightbox', 'photo', 'want', 'new', 'android', 'camera', 'app', 'sxsw', 'link']",Google,Neutral
"['lightbox', 'photo', 'want', 'new', 'android', 'camera', 'app', 'link']",Google,Positive
"['picked', 'mophie', 'juice', 'boost', 'pack', 'iphone', 'chick', 'wknd', 'call', 'ample', 'juice', 'energy', 'drink']",Apple,Neutral
"['line', 'ppl', 'around', 'block', 'party', 'apple', 'store', 'insane', 'link']",Apple,Neutral
"['plane', 'full', 'gogglers', 'google', 'marketer', 'told', 'friend', 'liked', 'community', 'reading', 'newspaper', 'brings']",Google,Positive
"['woman', 'plane', 'next', 'nook', 'blackberry', 'curve', 'android', 'ipad', 'purse']",Google,Neutral
"['apple', 'business', 'key', 'music', 'event', 'link', 'via']",Apple,Neutral
"['random', 'apple', 'fan', 'bought', 'lunch', 'everyone', 'line', 'popup', 'apple', 'store']",Apple,Neutral
"['random', 'apple', 'fan', 'bought', 'lunch', 'everyone', 'line', 'popup', 'apple', 'store', 'link']",Apple,Neutral
"['hope', 'apple', 'enough', 'foresight', 'overstock', 'austin', 'store', 'ipad', '2', 'tomorrow']",Apple,Neutral
"['head', 'set', 'temporary', 'store', 'austin', 'link']",Apple,Neutral
"['head', 'set', 'temporary', 'store', 'austin', 'apple', 'going', 'sxsw', 'year', 'link']",Apple,Neutral
"['preparing', 'release', 'nuclear', 'power', 'plant', 'heat', 'tie', 'usual', 'heat', 'first', 'party', 'nite']",Apple,Neutral
"['damn', 'apple', 'know', 'like', 'even', 'begin', 'apple', 'winsåêsxsw', 'link', 'via']",Apple,Positive
"['opening', 'store', 'austin', 'link']",Apple,Neutral
"['opening', 'store', 'austin', 'geekfest', 'apple', 'link']",Apple,Neutral
"['opening', 'store', 'austin', 'geekfest', 'apple', 'thousand', 'link']",Apple,Neutral
"['opening', 'store', 'austin', 'apple', 'setting', 'store', 'west', 'sixth', 'link']",Apple,Neutral
"['smart', 'apple', 'opening', 'austin', 'link', 'hope', 'stock', 'extra', 'battery', 'charger', 'thx']",Apple,Positive
"['smart', 'apple', 'open', 'store', 'austin', 'people', 'get', 'new', 'ipads', 'via']",Apple,Positive
"['pop', 'store', 'get', 'peep', 'line', 'store', 'finished', 'brand', 'power']",Apple,Positive
"['apple', 'pop', 'store', 'congress', 'ipad', '2', 'everywhere']",Apple,Neutral
"['apple', 'store', 'set', 'right', '6th', 'st', 'fellow', 'truck', 'driver', 'delivering', 'furniture']",Apple,Neutral
"['apple', 'store', 'austin']",Apple,Neutral
"['ooo', 'rumored', 'opening', 'temporary', 'store', 'link']",Apple,Positive
"['save', 'set', 'open', 'store', 'link']",Apple,Neutral
"['save', 'set', 'open', 'store', 'despite', 'two', 'austin', 'texas', 'location', 'link']",Apple,Positive
"['smart', 'apple', 'set', 'temporary', 'store', 'sell', 'new', 'ipads', 'test', 'potential', 'traffic', 'link', 'aapl']",Apple,Positive
"['store', 'sold', 'last']",Apple,Neutral
"['apple', 'store', 'downtown', 'apple', 'really', 'keep', 'store', 'open', 'permanently', 'convience', 'location']",Apple,Positive
"['apple', 'store', 'literally', 'built', 'conference', 'apple', 'store', 'sxsw', 'link']",Apple,Positive
"['apple', 'store', 'buying', 'ipad', 'guess', 'geek', 'drunk', 'hahaha']",Apple,Positive
"['pop', 'apple', 'store', 'austin', 'live', 'link']",Apple,Neutral
"['apple', 'store', 'crew', 'giving', 'water', 'people', 'wearing', 'street', 'clothes', 'apple', 'logo', 'minute', 'ago']",Apple,Neutral
"['apple', 'store', 'apple', 'store', 'sxsw', 'w', '86', 'others', 'pic', 'link']",Apple,Neutral
"['apple', 'store', 'austin', '2', 'week', 'time', 'ipad', '2', 'ship', 'great', 'timing', 'link']",Apple,Positive
"['apple', 'store', 'seems', 'ipad', '2']",Apple,Negative
"['apple', 'store', 'still', 'line', 'around', 'block']",Apple,Positive
"['apple', 'store', 'sell', 'ipad', '2', 'line', 'insane', 'link']",Apple,Neutral
"['apple', 'store', 'huge', 'success', 'already', 'methinks', 'live', 'music', 'capitol', 'could', 'use', 'one', 'fulltime', 'eh']",Apple,Positive
"['apple', 'store', 'lengthy', 'line', 'presumably', 'ipad', '2', 'link']",Apple,Neutral
"['rumor', 'apple', 'set', 'temporary', 'store', 'ipad', '2', 'release', 'near', 'sxsw', 'convention', 'center', 'downtown', 'austin', 'link']",Apple,Neutral
"['mingly', 'apple', 'tv', 'day', 'giveaway', 'register', 'win', 'link']",Apple,Neutral
"['sweet', 'opening', 'shop', 'scarbrough', 'building', 'congress', 'ipad', '2', 'link', 'via']",Apple,Positive
"['apple', 'store', 'sxsw', 'link']",Apple,Neutral
"['plus', 'jackie', 'iphone', 'occasionally', 'link']",Apple,Neutral
"['next', 'poked', 'liked', 'google', 'love', 'story', 'sxsw', 'link']",Google,Neutral
"['pop', 'apple', 'store', 'austin', 'still', 'ipad', '2', 'stock']",Apple,Neutral
"['apple', 'store', 'go', 'impulse', 'control']",Apple,Positive
"['apple', 'pop', 'store', 'event', 'like', 'sxsw', 'u', 'think', 'could', 'least', 'put', 'extra', 'friggen', 'tower']",Apple,Neutral
"['apple', 'temporarily', 'opening', 'store', 'austin']",Apple,Neutral
"['link', 'report', 'apple', 'open', 'store']",Apple,Neutral
"['google', 'reportedly', 'unveil', 'new', 'social', 'network', 'called', 'circle', 'likely', 'launch', 'may', 'link']",Google,Neutral
"['possible', 'release', 'new', 'social', 'network', 'look', 'endorsed', 'aclu', 'link']",Google,Neutral
"['new', 'blog', 'post', 'ipad', '2', 'giveaway', 'link']",Apple,Positive
"['spot', 'iphone', 'link']",Apple,Neutral
"['power', 'struggle', 'internet', 'industry', 'boil', 'platform', 'app', 'see', 'facebook', 'ipad']",Apple,Neutral
"['folk', 'powerpad', 'gave', 'free', 'dual', '1850', 'contraption', '2', 'charge', 'iphone', 'fortuitous', 'phone', 'nearly', 'dead']",Apple,Neutral
"['planzai', 'app', 'featuring', 'official', 'british', 'music', 'schedule', 'android', 'market', 'link']",Google,Positive
"['google', 'tipped', 'launch', 'social', 'network', 'today', 'called', 'circle', 'link']",Google,Positive
"['ppl', 'authoritzed', 'scrape', 'republish', 'page', 'r', 'google', 'bing', 'bing', 'google']",Google,Neutral
"['smart', 'creates', 'store', 'peddle', 'ipad', '2', '2', 'take', 'sxsw', 'video', 'link']",Apple,Positive
"['apple', 'employee', 'ran', 'line', 'high', 'giving', 'everyone']",Apple,Neutral
"['clearly', 'apple', 'another', 'daylight', 'saving', 'time', 'bug', 'iphone', '4', 'alarm', 'also', 'need', 'remember', 'fix', 'clock', 'whoop']",Apple,Negative
"['nice', 'apple', 'made', 'lot', 'sell', 'sure', 'rt', 'apple', 'popup', 'store', 'link']",Apple,Positive
"['link', 'apple', 'open', 'temp', 'store', 'event', 'start', 'day', 'good', 'work', 'apple']",Apple,Positive
"['add', 'apple', 'shop', 'list', 'link']",Apple,Positive
"['apple', 'shop', 'suck', 'link']",Apple,Negative
"['bad', 'apple', 'show', 'late', 'shoot', 'idea', 'leaf', 'early', 'meeting', 'personality', '2']",Apple,Neutral
"['busiest', 'apple', 'store', 'country', 'link', 'apple', 'store', 'sxsw', 'w', '98', 'others', 'link']",Apple,Neutral
"['pop', 'store', 'pure', 'genius', 'international', 'crowd', 'stock', 'go', 'home']",Apple,Positive
"['special', 'apple', 'store', 'ipad', 'line', 'block', 'long', 'link', 'link']",Apple,Neutral
"['ughhh', 'apple', 'store', 'austin', 'domain', 'rain', '3g', 'ipads', 'first', '25', 'minute', 'right', 'got']",Apple,Negative
"['report', 'apple', 'open', 'store']",Apple,Neutral
"['think', 'apple', 'u', 'winning', 'sea', 'silver', 'white', 'glass']",Apple,Positive
"['cunning', 'apple', 'keeping', 'popup', 'store', 'open', 'late', 'next', 'party', 'impulsive', 'late', 'night', 'purchase', 'regret']",Apple,Positive
"['apple', 'rt', 'apple', 'opened', 'store', 'austin', 'nerd', 'town', 'get', 'new', 'ipads', 'link']",Apple,Positive
"['google', 'supposedly', 'announcing', 'new', 'social', 'networking', 'service', 'called', 'circle', 'today', 'link']",Google,Neutral
"['io', 'app', 'approval', 'disrupts', 'continuous', 'dev', 'flow', 'android', 'preferred', 'platform', 'fine', 'tune', 'experiment']",Google,Positive
"['lb', 'apps', 'iphone', 'think', 'orlando', 'guess', '2', 'check', 'disney', 'v']",Apple,Negative
"['android', 'apps', 'survive', 'sxsw', '2011', 'link']",Google,Positive
"['happy', 'exist', 'going', 'try', 'whole', 'trip', 'w', 'laptop', 'iphone', 'ipad', 'link']",Apple,Positive
"['updated', 'npr', 'music', 'iphone', 'app', 'song', 'info', 'song', 'live', 'video', 'streaming', 'time', 'link']",Apple,Positive
"['presentation', 'demonstrates', 'pause', 'video', 'new', 'video', 'player', 'pick', 'spot', 'ipad', 'app']",Apple,Neutral
"['attended', 'preso', 'living', 'simply', 'felt', 'bit', 'guilty', 'taking', 'note', 'new']",Apple,Negative
"['prob', 'going', 'hit', 'temp', 'apple', 'store', 'setting', 'near', 'nice', 'apple', 'link']",Apple,Positive
